code,date,time,floor,type,basicPrice,ceilingPrice,floorPrice,open,high,low,close,average,adOpen,adHigh,adLow,adClose,adAverage,nmVolume,nmValue,ptVolume,ptValue,change,adChange,pctChange
PSW,2023-08-09,15:08:04,HNX,STOCK,9.3,10.2,8.4,9.3,9.3,9.1,9.1,9.248,9.3,9.3,9.1,9.1,9.248,49100.0,454070000.0,0.0,0.0,-0.2,-0.2,-2.1505
VIF,2023-08-09,15:08:04,HNX,STOCK,16.5,18.1,14.9,17.0,18.1,16.5,18.0,17.995,17.0,18.1,16.5,18.0,17.995,40228.0,723916800.0,0.0,0.0,1.5,1.5,9.0909
APT,2023-08-09,15:08:01,UPCOM,STOCK,3.5,4.0,3.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHG,2023-08-09,15:08:01,UPCOM,STOCK,13.5,15.5,11.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNA,2023-08-09,15:08:01,UPCOM,STOCK,43.9,61.4,26.4,43.9,43.9,43.9,43.9,43.9,43.9,43.9,43.9,43.9,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPA,2023-08-09,15:08:01,UPCOM,STOCK,7.0,8.0,6.0,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,4600.0,31280000.0,0.0,0.0,-0.2,-0.2,-2.8571
DRG,2023-08-09,15:08:01,UPCOM,STOCK,7.5,8.6,6.4,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,200.0,1600000.0,0.0,0.0,0.5,0.5,6.6667
FGL,2023-08-09,15:08:01,UPCOM,STOCK,12.5,17.5,7.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRM,2023-08-09,15:08:01,UPCOM,STOCK,5.7,7.9,3.5,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HVA,2023-08-09,15:08:01,UPCOM,STOCK,4.6,5.2,4.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,402.0,1969800.0,0.0,0.0,0.3,0.3,6.5217
LNC,2023-08-09,15:08:01,UPCOM,STOCK,10.0,14.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLS,2023-08-09,15:08:01,UPCOM,STOCK,14.3,16.4,12.2,14.5,15.0,14.5,14.6,14.542,14.5,15.0,14.5,14.6,14.542,3800.0,55260000.0,0.0,0.0,0.3,0.3,2.0979
NSS,2023-08-09,15:08:01,UPCOM,STOCK,3.0,4.2,1.8,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSL,2023-08-09,15:08:01,UPCOM,STOCK,13.8,15.8,11.8,14.5,14.5,13.9,13.9,13.955,14.5,14.5,13.9,13.9,13.955,12600.0,175830000.0,0.0,0.0,0.1,0.1,0.7246
SEA,2023-08-09,15:08:01,UPCOM,STOCK,22.8,26.2,19.4,22.8,22.8,22.3,22.3,22.455,22.8,22.8,22.3,22.3,22.455,1100.0,24700000.0,0.0,0.0,-0.5,-0.5,-2.193
SEP,2023-08-09,15:08:01,UPCOM,STOCK,30.0,34.5,25.5,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAN,2023-08-09,15:08:01,UPCOM,STOCK,41.0,57.4,24.6,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,2023-08-09,15:08:01,UPCOM,STOCK,11.1,12.7,9.5,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMG,2023-08-09,15:08:01,UPCOM,STOCK,58.8,67.6,50.0,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSB,2023-08-09,15:08:01,UPCOM,STOCK,6.5,7.4,5.6,6.6,6.7,6.4,6.7,6.504,6.6,6.7,6.4,6.7,6.504,9272.0,60307800.0,0.0,0.0,0.2,0.2,3.0769
POS,2023-08-09,15:08:01,UPCOM,STOCK,12.9,14.8,11.0,13.2,13.7,12.9,12.9,13.284,13.2,13.7,12.9,12.9,13.284,4500.0,59780000.0,0.0,0.0,0.0,0.0,0.0
MIC,2023-08-09,15:08:01,UPCOM,STOCK,9.7,11.1,8.3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,201.0,2010000.0,0.0,0.0,0.3,0.3,3.0928
MSR,2023-08-09,15:08:01,UPCOM,STOCK,16.9,19.4,14.4,16.9,16.9,16.7,16.9,16.777,16.9,16.9,16.7,16.9,16.777,278094.0,4665641600.0,0.0,0.0,0.0,0.0,0.0
MTA,2023-08-09,15:08:01,UPCOM,STOCK,4.7,5.4,4.0,4.8,5.4,4.8,5.4,5.345,4.8,5.4,4.8,5.4,5.345,64700.0,345850000.0,0.0,0.0,0.7,0.7,14.8936
VCE,2023-08-09,15:08:01,UPCOM,STOCK,8.0,11.2,4.8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VDB,2023-08-09,15:08:01,UPCOM,STOCK,0.9,1.2,0.6,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIM,2023-08-09,15:08:01,UPCOM,STOCK,22.3,25.6,19.0,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VLB,2023-08-09,15:08:01,UPCOM,STOCK,42.7,49.1,36.3,42.5,42.6,42.0,42.1,42.17,42.5,42.6,42.0,42.1,42.17,214342.0,9038731300.0,0.0,0.0,-0.6,-0.6,-1.4052
LCM,2023-08-09,15:08:01,UPCOM,STOCK,4.1,4.7,3.5,4.2,4.2,4.0,4.2,4.084,4.2,4.2,4.0,4.2,4.084,504070.0,2058707000.0,0.0,0.0,0.1,0.1,2.439
MGC,2023-08-09,15:08:01,UPCOM,STOCK,5.3,6.0,4.6,5.4,5.5,5.2,5.5,5.295,5.4,5.5,5.2,5.5,5.295,37533.0,198745600.0,0.0,0.0,0.2,0.2,3.7736
ITS,2023-08-09,15:08:01,UPCOM,STOCK,4.3,4.9,3.7,4.3,4.5,4.3,4.5,4.4,4.3,4.5,4.3,4.5,4.4,9778.0,43023200.0,0.0,0.0,0.2,0.2,4.6512
KCB,2023-08-09,15:08:01,UPCOM,STOCK,6.8,7.8,5.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,4101.0,27887800.0,0.0,0.0,0.0,0.0,0.0
KLM,2023-08-09,15:08:01,UPCOM,STOCK,9.2,12.8,5.6,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSH,2023-08-09,15:08:01,UPCOM,STOCK,0.8,0.9,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPM,2023-08-09,15:08:01,UPCOM,STOCK,15.5,21.7,9.3,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLC,2023-08-09,15:08:01,UPCOM,STOCK,10.0,14.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMI,2023-08-09,15:08:01,UPCOM,STOCK,1.9,2.1,1.7,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CST,2023-08-09,15:08:01,UPCOM,STOCK,18.7,21.5,15.9,18.7,18.7,18.4,18.4,18.543,18.7,18.7,18.4,18.4,18.543,314557.0,5832936500.0,0.0,0.0,-0.3,-0.3,-1.6043
CTA,2023-08-09,15:08:01,UPCOM,STOCK,1.4,1.6,1.2,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLT,2023-08-09,15:08:01,UPCOM,STOCK,17.1,23.9,10.3,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATG,2023-08-09,15:08:01,UPCOM,STOCK,3.2,3.6,2.8,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCB,2023-08-09,15:08:01,UPCOM,STOCK,0.5,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALV,2023-08-09,15:08:01,UPCOM,STOCK,5.2,5.9,4.5,5.2,5.3,5.0,5.0,5.02,5.2,5.3,5.0,5.0,5.02,33718.0,169283600.0,0.0,0.0,-0.2,-0.2,-3.8462
ACM,2023-08-09,15:08:01,UPCOM,STOCK,0.7,0.8,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMJ,2023-08-09,15:08:01,UPCOM,STOCK,13.1,15.0,11.2,13.5,13.5,12.9,12.9,13.2,13.5,13.5,12.9,12.9,13.2,209.0,2757900.0,0.0,0.0,-0.2,-0.2,-1.5267
TVD,2023-08-09,15:08:04,HNX,STOCK,16.4,18.0,14.8,16.5,16.6,16.2,16.2,16.378,16.5,16.6,16.2,16.2,16.378,240344.0,3936297200.0,0.0,0.0,-0.2,-0.2,-1.2195
SPI,2023-08-09,15:08:04,HNX,STOCK,3.5,3.8,3.2,3.4,3.4,3.3,3.4,3.376,3.4,3.4,3.3,3.4,3.376,104300.0,352110000.0,0.0,0.0,-0.1,-0.1,-2.8571
TC6,2023-08-09,15:08:04,HNX,STOCK,9.2,10.1,8.3,9.2,9.3,9.1,9.3,9.206,9.2,9.3,9.1,9.3,9.206,364031.0,3351355200.0,0.0,0.0,0.1,0.1,1.087
TDN,2023-08-09,15:08:04,HNX,STOCK,11.2,12.3,10.1,11.2,11.3,11.0,11.1,11.143,11.2,11.3,11.0,11.1,11.143,69000.0,768840000.0,0.0,0.0,-0.1,-0.1,-0.8929
THT,2023-08-09,15:08:04,HNX,STOCK,13.4,14.7,12.1,13.4,13.5,13.3,13.4,13.381,13.4,13.5,13.3,13.4,13.381,83005.0,1110648600.0,0.0,0.0,0.0,0.0,0.0
TMB,2023-08-09,15:08:04,HNX,STOCK,40.0,44.0,36.0,41.5,42.0,40.3,40.9,41.277,41.5,42.0,40.3,40.9,41.277,12221.0,504419000.0,0.0,0.0,0.9,0.9,2.25
PVB,2023-08-09,15:08:04,HNX,STOCK,22.9,25.1,20.7,22.9,22.9,22.4,22.5,22.608,22.9,22.9,22.4,22.5,22.608,327900.0,7413220000.0,0.0,0.0,-0.4,-0.4,-1.7467
PVC,2023-08-09,15:08:04,HNX,STOCK,19.5,21.4,17.6,19.4,19.7,19.3,19.5,19.513,19.4,19.7,19.3,19.5,19.513,1140587.0,22256270100.0,0.0,0.0,0.0,0.0,0.0
PVS,2023-08-09,15:08:04,HNX,STOCK,36.0,39.6,32.4,36.0,36.2,35.5,35.7,35.79,36.0,36.2,35.5,35.7,35.79,4942838.0,176906258100.0,0.0,0.0,-0.3,-0.3,-0.8333
HLC,2023-08-09,15:08:04,HNX,STOCK,12.0,13.2,10.8,12.1,12.3,12.0,12.1,12.147,12.1,12.3,12.0,12.1,12.147,39301.0,477382200.0,0.0,0.0,0.1,0.1,0.8333
HGM,2023-08-09,15:08:04,HNX,STOCK,48.0,52.8,43.2,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMR,2023-08-09,15:08:04,HNX,STOCK,7.7,8.4,7.0,7.7,7.9,7.7,7.9,7.834,7.7,7.9,7.7,7.9,7.834,14571.0,114137100.0,0.0,0.0,0.2,0.2,2.5974
KSQ,2023-08-09,15:08:04,HNX,STOCK,2.7,2.9,2.5,2.7,2.9,2.7,2.9,2.791,2.7,2.9,2.7,2.9,2.791,676526.0,1888323000.0,0.0,0.0,0.2,0.2,7.4074
KSV,2023-08-09,15:08:04,HNX,STOCK,28.5,31.3,25.7,26.7,31.3,26.0,28.5,26.803,26.7,31.3,26.0,28.5,26.803,8704.0,233307400.0,0.0,0.0,0.0,0.0,0.0
MDC,2023-08-09,15:08:04,HNX,STOCK,12.1,13.3,10.9,12.1,12.1,12.0,12.1,12.08,12.1,12.1,12.0,12.1,12.08,27900.0,337030000.0,0.0,0.0,0.0,0.0,0.0
NBC,2023-08-09,15:08:04,HNX,STOCK,13.4,14.7,12.1,13.6,13.6,13.2,13.2,13.306,13.6,13.6,13.2,13.2,13.306,280905.0,3737606500.0,70000.0,847000000.0,-0.2,-0.2,-1.4925
MIM,2023-08-09,15:08:04,HNX,STOCK,4.2,4.6,3.8,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MVB,2023-08-09,15:08:04,HNX,STOCK,18.9,20.7,17.1,18.8,18.9,18.5,18.9,18.578,18.8,18.9,18.5,18.9,18.578,1800.0,33440000.0,0.0,0.0,0.0,0.0,0.0
TNT,2023-08-09,15:08:04,HOSE,STOCK,5.56,5.94,5.18,5.55,5.71,5.5,5.61,5.58,5.55,5.71,5.5,5.61,5.58,1420700.0,7930191000.0,0.0,0.0,0.05,0.05,0.8993
AMC,2023-08-09,15:08:04,HNX,STOCK,20.5,22.5,18.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BKC,2023-08-09,15:08:04,HNX,STOCK,8.0,8.8,7.2,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,100.0,810000.0,0.0,0.0,0.1,0.1,1.25
NNC,2023-08-09,15:08:04,HOSE,STOCK,20.15,21.55,18.75,20.3,20.3,19.8,19.8,19.87,20.3,20.3,19.8,19.8,19.87,29000.0,576170000.0,0.0,0.0,-0.35,-0.35,-1.737
PVD,2023-08-09,15:08:04,HOSE,STOCK,26.1,27.9,24.3,26.1,26.15,25.65,25.8,25.87,26.1,26.15,25.65,25.8,25.87,3559600.0,92090300000.0,0.0,0.0,-0.3,-0.3,-1.1494
KSB,2023-08-09,15:08:04,HOSE,STOCK,32.05,34.25,29.85,32.05,32.4,31.8,31.8,32.0,32.05,32.4,31.8,31.8,32.0,1795900.0,57460735000.0,0.0,0.0,-0.25,-0.25,-0.78
MDG,2023-08-09,15:08:04,HOSE,STOCK,13.6,14.55,12.65,13.6,13.6,13.6,13.6,0.0,13.6,13.6,13.6,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHM,2023-08-09,15:08:04,HOSE,STOCK,8.1,8.66,7.54,8.23,8.23,8.03,8.1,8.1,8.23,8.23,8.03,8.1,8.1,36200.0,293330000.0,0.0,0.0,0.0,0.0,0.0
DHA,2023-08-09,15:08:04,HOSE,STOCK,49.75,53.2,46.3,49.75,49.75,49.05,49.7,49.24,49.75,49.75,49.05,49.7,49.24,31500.0,1550960000.0,0.0,0.0,-0.05,-0.05,-0.1005
BMC,2023-08-09,15:08:04,HOSE,STOCK,14.9,15.9,13.9,14.85,15.3,14.8,15.2,15.09,14.85,15.3,14.8,15.2,15.09,119000.0,1796245000.0,0.0,0.0,0.3,0.3,2.0134
C32,2023-08-09,15:08:04,HOSE,STOCK,19.3,20.65,17.95,19.05,19.2,19.0,19.2,19.08,19.05,19.2,19.0,19.2,19.08,16300.0,311000000.0,0.0,0.0,-0.1,-0.1,-0.5181
BWE,2023-08-09,15:08:04,HOSE,STOCK,46.0,49.2,42.8,46.2,47.6,45.9,47.5,46.93,46.2,47.6,45.9,47.5,46.93,319400.0,14990445000.0,0.0,0.0,1.5,1.5,3.2609
CHP,2023-08-09,15:08:04,HOSE,STOCK,23.0,24.6,21.4,23.0,23.0,22.95,22.95,22.99,23.0,23.0,22.95,22.95,22.99,26900.0,618515000.0,0.0,0.0,-0.05,-0.05,-0.2174
CLW,2023-08-09,15:08:04,HOSE,STOCK,30.75,32.9,28.6,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,200.0,6580000.0,0.0,0.0,2.15,2.15,6.9919
CNG,2023-08-09,15:08:04,HOSE,STOCK,29.8,31.85,27.75,29.8,29.8,29.1,29.2,29.32,29.8,29.8,29.1,29.2,29.32,111600.0,3272595000.0,0.0,0.0,-0.6,-0.6,-2.0134
BTP,2023-08-09,15:08:04,HOSE,STOCK,15.65,16.7,14.6,15.5,15.65,15.5,15.55,15.55,15.5,15.65,15.5,15.55,15.55,12900.0,200545000.0,0.0,0.0,-0.1,-0.1,-0.639
ASP,2023-08-09,15:08:04,HOSE,STOCK,6.39,6.83,5.95,6.43,6.51,6.4,6.46,6.45,6.43,6.51,6.4,6.46,6.45,161800.0,1043947000.0,0.0,0.0,0.07,0.07,1.0955
DRL,2023-08-09,15:08:04,HOSE,STOCK,67.0,71.6,62.4,67.5,67.5,67.0,67.0,67.17,67.5,67.5,67.0,67.0,67.17,2700.0,181350000.0,0.0,0.0,0.0,0.0,0.0
GAS,2023-08-09,15:08:04,HOSE,STOCK,101.2,108.2,94.2,101.4,101.4,100.6,101.0,100.95,101.4,101.4,100.6,101.0,100.95,371500.0,37501420000.0,0.0,0.0,-0.2,-0.2,-0.1976
GEG,2023-08-09,15:08:04,HOSE,STOCK,15.6,16.65,14.55,15.6,15.95,15.4,15.85,15.71,15.6,15.95,15.4,15.85,15.71,2712200.0,42618390000.0,0.0,0.0,0.25,0.25,1.6026
KHP,2023-08-09,15:08:04,HOSE,STOCK,10.3,11.0,9.58,10.4,10.4,10.3,10.35,10.33,10.4,10.4,10.3,10.35,10.33,170100.0,1757695000.0,0.0,0.0,0.05,0.05,0.4854
HID,2023-08-09,15:08:04,HOSE,STOCK,3.92,4.19,3.65,3.92,3.95,3.87,3.95,3.91,3.92,3.95,3.87,3.95,3.91,649300.0,2538934000.0,0.0,0.0,0.03,0.03,0.7653
POW,2023-08-09,15:08:04,HOSE,STOCK,14.1,15.05,13.15,14.2,14.2,13.85,13.9,13.96,14.2,14.2,13.85,13.9,13.96,10276200.0,143445990000.0,444444.0,5999994000.0,-0.2,-0.2,-1.4184
PPC,2023-08-09,15:08:04,HOSE,STOCK,14.8,15.8,13.8,14.85,14.85,14.7,14.75,14.74,14.85,14.85,14.7,14.75,14.74,243100.0,3584025000.0,0.0,0.0,-0.05,-0.05,-0.3378
S4A,2023-08-09,15:08:04,HOSE,STOCK,33.9,36.25,31.55,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,100.0,3300000.0,0.0,0.0,-0.9,-0.9,-2.6549
SBA,2023-08-09,15:08:04,HOSE,STOCK,23.1,24.7,21.5,23.3,23.3,23.1,23.15,23.17,23.3,23.3,23.1,23.15,23.17,20800.0,481960000.0,0.0,0.0,0.05,0.05,0.2165
NT2,2023-08-09,15:08:04,HOSE,STOCK,30.3,32.4,28.2,30.4,30.4,29.85,29.9,30.03,30.4,30.4,29.85,29.9,30.03,806500.0,24221695000.0,0.0,0.0,-0.4,-0.4,-1.3201
PGC,2023-08-09,15:08:04,HOSE,STOCK,16.2,17.3,15.1,16.3,16.3,16.1,16.15,16.18,16.3,16.3,16.1,16.15,16.18,53000.0,857385000.0,0.0,0.0,-0.05,-0.05,-0.3086
PGD,2023-08-09,15:08:04,HOSE,STOCK,39.5,42.25,36.75,39.5,39.5,39.15,39.4,39.33,39.5,39.5,39.15,39.4,39.33,10200.0,401190000.0,0.0,0.0,-0.1,-0.1,-0.2532
PGV,2023-08-09,15:08:04,HOSE,STOCK,29.2,31.2,27.2,28.6,29.5,28.6,29.45,29.11,28.6,29.5,28.6,29.45,29.11,38200.0,1111915000.0,0.0,0.0,0.25,0.25,0.8562
BTW,2023-08-09,15:08:04,HNX,STOCK,38.7,42.5,34.9,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPD,2023-08-09,15:08:04,HOSE,STOCK,24.7,26.4,23.0,25.0,25.0,24.8,24.8,24.9,25.0,25.0,24.8,24.8,24.9,300.0,7470000.0,0.0,0.0,0.1,0.1,0.4049
VSH,2023-08-09,15:08:04,HOSE,STOCK,45.45,48.6,42.3,45.45,45.6,45.35,45.5,45.44,45.45,45.6,45.35,45.5,45.44,41100.0,1867715000.0,0.0,0.0,0.05,0.05,0.11
UIC,2023-08-09,15:08:04,HOSE,STOCK,32.9,35.2,30.6,32.9,33.5,32.9,33.5,32.92,32.9,33.5,32.9,33.5,32.92,11100.0,365430000.0,0.0,0.0,0.6,0.6,1.8237
TTA,2023-08-09,15:08:04,HOSE,STOCK,8.73,9.34,8.12,8.7,8.98,8.66,8.86,8.81,8.7,8.98,8.66,8.86,8.81,1582100.0,13930711000.0,0.0,0.0,0.13,0.13,1.4891
TTE,2023-08-09,15:08:04,HOSE,STOCK,12.0,12.8,11.2,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,3600.0,43200000.0,0.0,0.0,0.0,0.0,0.0
TDM,2023-08-09,15:08:04,HOSE,STOCK,40.0,42.8,37.2,39.7,40.05,39.7,40.0,39.97,39.7,40.05,39.7,40.0,39.97,81900.0,3273410000.0,0.0,0.0,0.0,0.0,0.0
TDW,2023-08-09,15:08:04,HOSE,STOCK,43.1,46.1,40.1,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.3,500.0,21650000.0,0.0,0.0,0.2,0.2,0.464
TMP,2023-08-09,15:08:04,HOSE,STOCK,56.5,60.4,52.6,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,100.0,5700000.0,0.0,0.0,0.5,0.5,0.885
SHP,2023-08-09,15:08:04,HOSE,STOCK,28.5,30.45,26.55,28.4,28.4,28.25,28.25,28.33,28.4,28.4,28.25,28.25,28.33,2100.0,59490000.0,0.0,0.0,-0.25,-0.25,-0.8772
SJD,2023-08-09,15:08:04,HOSE,STOCK,17.15,18.35,15.95,17.1,17.35,17.05,17.3,17.2,17.1,17.35,17.05,17.3,17.2,92100.0,1584305000.0,0.0,0.0,0.15,0.15,0.8746
TBC,2023-08-09,15:08:04,HOSE,STOCK,37.95,40.6,35.3,37.95,38.05,37.95,38.05,37.95,37.95,38.05,37.95,38.05,37.95,6400.0,242900000.0,0.0,0.0,0.1,0.1,0.2635
NBP,2023-08-09,15:08:04,HNX,STOCK,14.3,15.7,12.9,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,600.0,8580000.0,0.0,0.0,0.0,0.0,0.0
NBW,2023-08-09,15:08:04,HNX,STOCK,26.1,28.7,23.5,24.6,25.0,24.6,25.0,24.686,24.6,25.0,24.6,25.0,24.686,1400.0,34560000.0,0.0,0.0,-1.1,-1.1,-4.2146
HJS,2023-08-09,15:08:04,HNX,STOCK,35.0,38.5,31.5,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDC,2023-08-09,15:08:04,HNX,STOCK,47.9,52.6,43.2,47.8,48.7,47.5,47.8,47.968,47.8,48.7,47.5,47.8,47.968,2213143.0,106159736900.0,431000.0,21128100000.0,-0.1,-0.1,-0.2088
DTK,2023-08-09,15:08:04,HNX,STOCK,11.1,12.2,10.0,11.5,11.5,11.1,11.1,11.142,11.5,11.5,11.1,11.1,11.142,1237.0,13795500.0,0.0,0.0,0.0,0.0,0.0
GDW,2023-08-09,15:08:04,HNX,STOCK,31.0,34.1,27.9,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDG,2023-08-09,15:08:04,HNX,STOCK,9.3,10.2,8.4,9.3,10.2,9.2,10.2,9.742,9.3,10.2,9.2,10.2,9.742,7650034.0,74529465700.0,0.0,0.0,0.9,0.9,9.6774
DNC,2023-08-09,15:08:04,HNX,STOCK,40.5,44.5,36.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
